mass8_38
t	x	y
9.231	150.334	-50.597
9.295	140.627	-50.111
9.375	131.405	-53.509
9.439	124.125	-59.333
9.503	117.816	-63.215
9.567	111.264	-68.797
9.632	105.683	-72.922
9.711	98.16	-77.048
9.775	91.365	-80.93
9.839	84.328	-85.541
9.903	78.018	-89.909
9.967	71.466	-94.277
10.032	65.885	-97.674
10.111	59.09	-101.8
10.175	52.538	-105.683
10.239	45.501	-108.352
10.303	38.706	-109.08
10.367	32.396	-111.507
10.447	26.572	-114.419
10.511	18.807	-116.845
10.575	12.497	-119.029
