mass8_12
t	x	y
1.744	131.648	13.953
1.808	116.603	14.136
1.872	101.467	14.804
1.936	86.166	15.218
2	70.772	15.956
2.08	55.348	16.846
2.144	39.598	17.82
2.208	23.587	18.902
2.272	7.385	20.089
2.336	-8.832	21.501
2.416	-25.271	23.02
2.48	-42.314	24.638
2.544	-59.53	26.369
2.608	-74.939	27.479
2.672	-88.938	9.585
2.736	-96.218	-0.479
2.816	-106.639	-18.667
2.88	-126.309	-43.802
2.944	-148.15	-53.266
