mass8_9
t	x	y
1.408	-95.733	-97.189
1.472	-98.83	-86.126
1.536	-102.625	-74.239
1.6	-105.932	-63.02
1.68	-109.769	-51.01
1.744	-113.67	-38.888
1.808	-117.656	-26.784
1.872	-121.885	-14.591
1.936	-126.474	-1.126
2	-130.753	10.795
2.08	-135.488	24.179
2.144	-139.843	36.201
2.208	-145.723	50.839
2.272	-151.547	65.157
