mass8_39
t	x	y
9.632	-122.801	57.522
9.711	-106.873	44.502
9.775	-92.003	32.196
9.839	-76.714	19.791
9.903	-62.881	8.156
9.967	-48.738	-3.482
10.032	-35.365	-14.453
10.111	-22.203	-25.756
10.175	-9.716	-35.832
10.239	3.026	-46.144
10.303	14.805	-55.856
10.367	26.883	-65.367
10.447	38.458	-74.307
10.511	49.823	-83.443
10.575	60.83	-91.915
10.639	70.851	-101.678
