mass8_3
t	x	y
0.192	-125.339	5.945
0.272	-117.463	12.98
0.336	-110.33	19.897
0.4	-103.386	26.766
0.464	-96.572	33.577
0.528	-90.252	40.085
0.608	-83.726	47.072
0.672	-77.376	53.863
0.736	-71.445	60.434
0.8	-65.591	66.979
0.864	-60.075	73.313
0.944	-54.337	79.971
1.008	-48.82	86.848
1.072	-43.564	93.378
1.136	-39.008	99.219
1.2	-38.463	105.197
1.264	-50.839	110.051
1.344	-65.157	112.235
1.408	-79.474	114.661
1.472	-94.762	117.088
