mass8_10
t	x	y
2.144	129.464	-68.554
2.208	115.402	-73.47
2.272	101.495	-77.82
2.336	87.276	-82.424
2.416	73.22	-86.628
2.48	62.261	-87.943
2.544	58.279	-77.433
2.608	57.098	-64.323
2.672	55.911	-50.997
2.736	54.63	-37.4
2.816	53.289	-23.713
2.88	52.125	-9.82
2.944	50.856	4.506
3.008	49.525	18.864
3.072	48.288	33.378
3.152	47.098	48.176
3.216	45.777	63.281
3.28	44.458	78.363
3.344	40.843	88.813
3.408	35.21	95.739
3.472	29.727	103.256
