mass8_35
t	x	y
8.639	12.497	86.512
8.703	11.503	68.646
8.767	10.51	51.231
8.832	9.485	34.227
8.895	8.451	17.559
8.975	7.404	1.224
9.039	3.892	-12.122
9.103	-1.539	-22.204
9.167	-6.818	-31.917
9.231	-12.164	-41.605
9.295	-17.535	-50.814
9.375	-23.099	-60.313
9.439	-28.58	-69.15
9.503	-34.216	-78.381
9.567	-39.586	-86.697
9.632	-45.479	-95.497
