mass8_1
t	x	y
0	-122.669	4.732
0.064	-109.62	-8.215
0.128	-87.965	-23.447
0.192	-74.58	-30.293
0.272	-60.14	-25.204
0.336	-49.12	-21.068
0.4	-36.494	-16.377
0.464	-25.691	-12.086
0.528	-13.879	-7.161
0.608	-2.567	-2.324
0.672	8.551	2.591
0.736	19.477	7.644
0.8	30.428	12.68
0.864	41.168	17.805
0.944	51.539	22.743
1.008	62.64	28.304
1.072	72.827	33.59
1.136	83.532	39.345
1.2	93.495	44.701
1.264	104.192	50.607
1.344	113.939	55.948
1.408	124.347	61.698
1.472	134.673	67.443
1.536	144.572	72.745
