mass8_19
t	x	y
4.48	145.238	105.925
4.544	136.259	92.336
4.624	125.824	76.805
4.688	116.36	62.245
4.752	107.867	48.17
4.816	98.16	33.61
4.88	89.424	20.991
4.96	80.202	8.372
5.024	71.223	-5.703
5.088	62.487	-18.564
5.152	54.237	-30.698
5.216	45.015	-42.831
5.28	35.794	-54.479
5.36	26.33	-67.826
5.424	16.38	-81.173
5.488	8.615	-92.093
5.552	-1.335	-103.984
