mass8_17
t	x	y
3.616	-18.322	-101.557
3.68	-11.769	-78.261
3.744	-3.761	-52.538
3.808	4.004	-28.028
3.888	10.556	-5.46
3.952	17.836	18.807
4.016	24.874	41.132
4.08	33.852	49.626
4.144	41.86	56.421
4.208	50.839	62.973
4.288	60.061	70.981
4.352	69.525	78.018
4.416	76.077	84.813
4.48	85.541	92.336
4.544	93.792	100.101
4.624	103.013	106.896
4.688	111.507	113.691
