mass8_5
t	x	y
0	75.592	-17.594
0.064	81.715	-20.196
0.128	87.7	-22.556
0.192	93.683	-24.67
0.272	99.722	-26.746
0.336	105.719	-28.71
0.4	111.753	-30.559
0.464	117.816	-32.173
0.528	123.654	-33.583
0.608	129.562	-34.786
0.672	135.488	-35.807
0.736	141.345	-35.55
0.8	146.936	-31.911
0.864	152.76	-27.543
0.944	158.584	-22.932
