mass8_27
t	x	y
6.752	-144.024	78.504
6.832	-129.221	72.194
6.895	-113.933	66.855
6.96	-99.13	61.274
7.024	-85.056	55.45
7.088	-70.495	49.383
7.167	-55.935	46.714
7.231	-36.522	49.626
7.295	-19.05	52.538
7.36	-1.82	54.479
7.424	10.071	61.031
7.488	20.506	71.223
7.567	31.426	80.445
7.632	41.132	90.88
7.695	50.597	99.858
7.76	60.789	107.867
