mass8_6
t	x	y
0	90.637	-103.498
0.064	94.81	-99.604
0.128	99.489	-95.587
0.192	103.653	-91.586
0.272	107.729	-87.486
0.336	112.467	-82.872
0.4	116.508	-78.454
0.464	120.748	-73.638
0.528	124.914	-68.749
0.608	129.389	-63.633
0.672	132.892	-59.615
0.736	136.259	-56.421
0.8	140.246	-55.512
0.864	144.628	-54.467
