mass8_33
t	x	y
7.967	129.949	-104.954
8.032	131.648	-89.181
8.095	133.832	-72.437
8.16	135.531	-56.178
8.224	137.958	-38.706
8.303	140.384	-21.962
8.367	142.811	-2.791
8.432	144.995	14.439
8.495	147.907	31.911
8.56	149.848	49.383
8.639	152.76	68.311
8.703	152.518	78.746
8.767	149.606	78.746
8.832	145.966	78.504
8.895	142.811	78.746
8.975	139.171	78.989
9.039	136.016	78.504
9.103	133.104	78.018
9.167	136.016	70.738
9.231	146.208	79.232
9.295	155.915	89.909
