mass8_46
t	x	y
12.383	117.199	-6.679
12.447	89.473	-12.79
12.511	59.358	-19.579
12.575	30.022	-25.633
12.655	0.453	-31.853
12.719	-29.512	-37.958
12.783	-60.885	-44.343
12.847	-73.287	-48.798
12.911	-86.175	-58.458
12.991	-99.084	-67.465
13.055	-112.185	-76.339
13.119	-125.644	-85.728
13.183	-138.654	-93.969
