mass8_20
t	x	y
5.488	-28.514	96.946
5.552	-31.297	85.071
5.616	-33.746	74.308
5.695	-36.524	63.004
5.76	-39.352	51.771
5.824	-42.217	40.884
5.888	-45.21	30.147
5.952	-47.942	20.298
6.016	-50.78	9.93
6.095	-53.862	-0.103
6.16	-57.268	-10.587
6.224	-60.452	-20.204
6.288	-63.727	-29.666
6.352	-67.279	-39.387
6.431	-70.649	-48.342
6.495	-74.412	-57.506
6.56	-78.288	-66.353
6.624	-82.273	-75.08
6.688	-86.396	-83.588
6.752	-90.503	-91.831
6.832	-94.337	-99.03
