mass8_23
t	x	y
6.431	61.031	100.344
6.495	64.803	85.299
6.56	68.058	71.132
6.624	71.864	56.406
6.688	75.088	42.811
6.752	78.571	28.888
6.832	81.971	15.662
6.895	85.05	2.697
6.96	88.153	-9.867
7.024	91.238	-22.15
7.088	94.71	-34.736
7.167	97.895	-46.562
7.231	100.9	-57.938
7.295	104.025	-69.207
7.36	106.957	-80.154
7.424	110.018	-90.607
7.488	113.012	-100.689
