mass8_21
t	x	y
5.616	121.456	95.49
5.695	105.196	91.488
5.76	88.595	87.335
5.824	70.632	82.646
5.888	53.767	78.573
5.952	36.555	74.599
6.016	19.107	70.695
6.095	1.422	66.643
6.16	-16.375	62.732
6.224	-33.622	59.325
6.288	-52.282	55.495
6.352	-70.696	52.175
6.431	-90.075	48.508
6.495	-109.336	45.32
6.56	-128.759	42.27
6.624	-139.697	41.701
